UID	ACCESSION	VERSION	ORGANISM	SEQ_LEN	TAXONOMY	ORGANISM_GENUS_SPECIES
OP022185.1	OP022185	1	Ilex editicostata	158017	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex editicostata
OP022184.1	OP022184	1	Ilex dimorphophylla	157575	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex dimorphophylla
OP022182.1	OP022182	1	Ilex cyrtura	157990	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex cyrtura
OP022181.1	OP022181	1	Ilex corallina	157215	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex corallina
OP022180.1	OP022180	1	Ilex centrochinensis	157228	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex centrochinensis
OP743919.1	OP743919	1	Taenitis blechnoides	157301	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Polypodiopsida; Polypodiidae; Polypodiales; Pteridineae; Pteridaceae; Pteridoideae; Taenitis	Taenitis blechnoides
OP743918.1	OP743918	1	Pteris ensiformis	148985	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Polypodiopsida; Polypodiidae; Polypodiales; Pteridineae; Pteridaceae; Pteridoideae; Pteris; Pteris subgen. Campteria; Pteris sect. Excelsae	Pteris ensiformis
OP441371.1	OP441371	1	Pteris arisanensis	160191	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Polypodiopsida; Polypodiidae; Polypodiales; Pteridineae; Pteridaceae; Pteridoideae; Pteris; Pteris subgen. Campteria; Pteris sect. Campteria	Pteris arisanensis
LC764837.1	LC764837	1	Astragalus odoratus	123622	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; NPAAA clade; Hologalegina; IRL clade; Galegeae; Astragalus	Astragalus odoratus
LC764836.1	LC764836	1	Astragalus mesoleios	122171	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; NPAAA clade; Hologalegina; IRL clade; Galegeae; Astragalus	Astragalus mesoleios
LC764835.1	LC764835	1	Astragalus macropelmatus	123558	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; NPAAA clade; Hologalegina; IRL clade; Galegeae; Astragalus	Astragalus macropelmatus
LC764834.1	LC764834	1	Astragalus iranicus	121050	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; NPAAA clade; Hologalegina; IRL clade; Galegeae; Astragalus	Astragalus iranicus
OQ946720.1	OQ946720	1	Coffea sp.	155122	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Rubiaceae; Ixoroideae; Gardenieae complex; Bertiereae - Coffeeae clade; Coffeeae; Coffea	Coffea sp.
OQ946711.1	OQ946711	1	Coffea eugenioides	155169	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Rubiaceae; Ixoroideae; Gardenieae complex; Bertiereae - Coffeeae clade; Coffeeae; Coffea	Coffea eugenioides
NC_083085.1	NC_083085	1	Ajania fastigiata	151118	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Anthemideae; Artemisiinae; Ajania	Ajania fastigiata
NC_083083.1	NC_083083	1	Quercus rex	160842	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fagales; Fagaceae; Quercus	Quercus rex
NC_082980.1	NC_082980	1	Camellia atuberculata	157068	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Theaceae; Camellia	Camellia atuberculata
NC_082965.1	NC_082965	1	Deutzia hamata	157021	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Cornales; Hydrangeaceae; Deutzia	Deutzia hamata
NC_082963.1	NC_082963	1	Aspidistra sichuanensis	156513	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asparagaceae; Nolinoideae; Aspidistra	Aspidistra sichuanensis
NC_082928.1	NC_082928	1	Terniopsis filiformis	130077	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Podostemaceae; Tristichoideae; Terniopsis	Terniopsis filiformis
NC_082926.1	NC_082926	1	Hydrobryum floribundum	129927	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Podostemaceae; Podostemoideae; Hydrobryum	Hydrobryum floribundum
NC_082920.1	NC_082920	1	Tanaecium tetramerum	159476	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Bignoniaceae; Bignonieae; Tanaecium	Tanaecium tetramerum
NC_082904.1	NC_082904	1	Dianella tasmanica	157736	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asphodelaceae; Hemerocallidoideae; Dianella	Dianella tasmanica
OR455462.1	OR455462	1	Rhododendron ambiguum	207478	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Ericaceae; Ericoideae; Rhodoreae; Rhododendron	Rhododendron ambiguum
OR506267.1	OR506267	1	Pinus koraiensis	116986	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinopsida; Pinidae; Conifers I; Pinales; Pinaceae; Pinus; Pinus subgen. Strobus	Pinus koraiensis
OR502860.1	OR502860	1	Rosa anemoniflora	156578	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Rosoideae; Rosoideae incertae sedis; Rosa	Rosa anemoniflora
NC_083087.1	NC_083087	1	Rubia ovatifolia	154866	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Rubiaceae; Rubioideae; Rubieae; Rubia	Rubia ovatifolia
NC_083086.1	NC_083086	1	Rubia alata	154973	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Rubiaceae; Rubioideae; Rubieae; Rubia	Rubia alata
NC_083082.1	NC_083082	1	Quercus helferiana	160801	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fagales; Fagaceae; Quercus	Quercus helferiana
NC_083081.1	NC_083081	1	Quercus austrocochinchinensis	160768	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fagales; Fagaceae; Quercus	Quercus austrocochinchinensis
NC_082981.1	NC_082981	1	Camellia rhytidocarpa	157048	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Theaceae; Camellia	Camellia rhytidocarpa
NC_082979.1	NC_082979	1	Camellia neriifolia	157067	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Theaceae; Camellia	Camellia neriifolia
NC_082977.1	NC_082977	1	Camellia zengii	157029	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Theaceae; Camellia	Camellia zengii
NC_082976.1	NC_082976	1	Camellia ilicifolia	157067	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Theaceae; Camellia	Camellia ilicifolia
NC_082975.1	NC_082975	1	Camellia rubimuricata	156631	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Theaceae; Camellia	Camellia rubimuricata
NC_082974.1	NC_082974	1	Cichorium endivia	152809	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Cichorioideae; Cichorieae; Cichoriinae; Cichorium	Cichorium endivia
NC_082969.1	NC_082969	1	Deutzia scabra	156860	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Cornales; Hydrangeaceae; Deutzia	Deutzia scabra
NC_082968.1	NC_082968	1	Deutzia grandiflora	157025	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Cornales; Hydrangeaceae; Deutzia	Deutzia grandiflora
NC_082967.1	NC_082967	1	Deutzia parviflora	156994	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Cornales; Hydrangeaceae; Deutzia	Deutzia parviflora
NC_082966.1	NC_082966	1	Deutzia hypoglauca	156860	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Cornales; Hydrangeaceae; Deutzia	Deutzia hypoglauca
NC_082943.1	NC_082943	1	Vincetoxicum microcentrum	160264	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Apocynaceae; Asclepiadoideae; Asclepiadeae; Tylophorinae; Vincetoxicum	Vincetoxicum microcentrum
NC_082929.1	NC_082929	1	Terniopsis heterostaminata	129763	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Podostemaceae; Tristichoideae; Terniopsis	Terniopsis heterostaminata
NC_082927.1	NC_082927	1	Terniopsis daoyinensis	130314	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Podostemaceae; Tristichoideae; Terniopsis	Terniopsis daoyinensis
NC_082925.1	NC_082925	1	Cladopus yinggelingensis	132907	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Podostemaceae; Podostemoideae; Cladopus	Cladopus yinggelingensis
NC_082924.1	NC_082924	1	Cladopus pierrei	132893	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Podostemaceae; Podostemoideae; Cladopus	Cladopus pierrei
NC_082923.1	NC_082923	1	Cladopus fukienensis	132834	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Podostemaceae; Podostemoideae; Cladopus	Cladopus fukienensis
NC_082922.1	NC_082922	1	Terniopsis sessilis	129815	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Podostemaceae; Tristichoideae; Terniopsis	Terniopsis sessilis
NC_082919.1	NC_082919	1	Cenchrus fungigraminus	138144	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; PACMAD clade; Panicoideae; Panicodae; Paniceae; Cenchrinae; Cenchrus	Cenchrus fungigraminus
NC_082916.1	NC_082916	1	Chiloschista viridiflava	143233	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Vandeae; Aeridinae; Chiloschista	Chiloschista viridiflava
NC_082915.1	NC_082915	1	Taeniophyllum pusillum	143223	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Vandeae; Aeridinae; Taeniophyllum	Taeniophyllum pusillum
NC_082914.1	NC_082914	1	Chiloschista lunifera	145004	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Vandeae; Aeridinae; Chiloschista	Chiloschista lunifera
NC_082913.1	NC_082913	1	Chiloschista guangdongensis	145322	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Vandeae; Aeridinae; Chiloschista	Chiloschista guangdongensis
NC_082857.1	NC_082857	1	Ilex rugosa	157588	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex rugosa
OR506464.1	OR506464	1	Campylotropis sp. LJ-2023a	149073	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; NPAAA clade; indigoferoid/millettioid clade; Desmodieae; Campylotropis	Campylotropis sp.
OR502634.1	OR502634	1	Canna x generalis	164479	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Zingiberales; Cannaceae; Canna	Canna x
OR499755.1	OR499755	1	Tragopogon pratensis	153002	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Cichorioideae; Cichorieae; Scorzonerinae; Tragopogon	Tragopogon pratensis
OQ613413.1	OQ613413	1	Airampoa soehrensii	156992	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Airampoa	Airampoa soehrensii
OQ613412.1	OQ613412	1	Airampoa erectoclada	145686	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Airampoa	Airampoa erectoclada
OQ613411.1	OQ613411	1	Tacinga saxatilis	121937	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Tacinga	Tacinga saxatilis
OQ613409.1	OQ613409	1	Salmonopuntia schickendantzii	148035	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Salmonopuntia	Salmonopuntia schickendantzii
OQ613408.1	OQ613408	1	Salmonopuntia salmiana	147474	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Salmonopuntia	Salmonopuntia salmiana
OQ613407.1	OQ613407	1	Opuntia strigil	123994	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Opuntia	Opuntia strigil
OQ613406.1	OQ613406	1	Opuntia stenopetala	152717	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Opuntia	Opuntia stenopetala
OQ613405.1	OQ613405	1	Opuntia setispina	123480	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Opuntia	Opuntia setispina
OQ613404.1	OQ613404	1	Opuntia scheeri	151001	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Opuntia	Opuntia scheeri
OQ613403.1	OQ613403	1	Opuntia rufida	123145	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Opuntia	Opuntia rufida
OQ613402.1	OQ613402	1	Opuntia retrorsa	147640	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Opuntia	Opuntia retrorsa
OQ613401.1	OQ613401	1	Opuntia quitensis	148114	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Opuntia	Opuntia quitensis
OQ613399.1	OQ613399	1	Opuntia pycnantha	152441	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Opuntia	Opuntia pycnantha
OQ613397.1	OQ613397	1	Opuntia pachyrrhiza	152690	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Opuntia	Opuntia pachyrrhiza
OQ613396.1	OQ613396	1	Opuntia microdasys	124337	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Opuntia	Opuntia microdasys
OQ613395.1	OQ613395	1	Opuntia mesacantha	123784	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Opuntia	Opuntia mesacantha
OQ613394.1	OQ613394	1	Opuntia macrorhiza	123881	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Opuntia	Opuntia macrorhiza
OQ613393.1	OQ613393	1	Opuntia macrocentra	123988	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Opuntia	Opuntia macrocentra
OQ613392.1	OQ613392	1	Opuntia macbridei	148031	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Opuntia	Opuntia macbridei
OQ613391.1	OQ613391	1	Opuntia jamaicensis	137596	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Cactineae; Cactaceae; Opuntioideae; Opuntia	Opuntia jamaicensis
